Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Total Interactions (weighted  —  Likes 1x Comments 1x ),Overperforming Score
Nike,nike,284215173,2023-04-06 13:15:24 CDT,2023-04-06,13:15:24,Album,"256,721",250883,5838,3571660,false,https://www.instagram.com/p/CqtFNrEOEQv/,https://www.instagram.com/p/CqtFNrEOEQv/,https://scontent-sea1-1.cdninstagram.com/v/t51.36329-15/339689124_766307304816087_1601320675385797670_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=mNf4hI8G2jwAX9ZZTr7&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC4s8BLiMvRQPkAWCoeZ7hp_m1v-ohRPi9T5IajqcK0Uw&oe=64A1D81D,,"Springy. Spry. Ready to fly 🚀 🚀

The new Pegasus 40 is here, celebrating forty years of being our most-trusted running shoe of all time. From high-profile races to morning runs, from clearing your head to rewriting record books, the Pegasus has been the shoe for everyone since day one. And now it’s back with an even comfier feel and more personalized fit.

The World Runs in Pegasus. 🌏 Hit nike.com to shop. Available to members now.",,,,"256,721",1.46
Nike,nike,241615883,2022-10-17 14:16:29 CDT,2022-10-17,14:16:29,Album,"253,957",251449,2508,0,false,https://www.instagram.com/p/Cj04Rb2v-DY/,https://www.instagram.com/p/Cj04Rb2v-DY/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/311770135_850674675967047_4769040565614815527_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=8O95aFUqJ0UAX_FoqU1&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAvnZ_A20k7EOv3CKjL7mkLKmNZVoMpkuwrTov4L_shWw&oe=64A150E8,,"In every country, in every language, the same two words mean “best footballer in the world.”

Highest scoring midfielder in Europe. League champion.
Cup winner.
Best player in the world in 2021.
Best player in the world in 2022.
Changing the game on and off the pitch forever.

@AlexiaPutellas is Never Done. 

#NikeFC",,,,"253,957",1.32
Nike,nike,278563350,2023-03-19 15:13:40 CDT,2023-03-19,15:13:40,Album,"251,823",250446,1377,0,false,https://www.instagram.com/p/Cp-8cHsOH8F/,https://www.instagram.com/p/Cp-8cHsOH8F/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336213551_984877712522674_1880540070856007351_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=ipEa5CB0zT0AX9Hx7Z1&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAiowtGbOJsYQRB0uFjLKvzM51Bx6krOEAlnK6GNVSxUA&oe=64A2EC5D,,"“I think of the marathon as the greatest challenge I’ve ever faced” - @alexroca91 

Alex set himself to accomplish a world-class breakthrough: Finishing a marathon with 76% physical disability and Cerebral palsy. Now, he has just achieved that milestone. It’s time to enjoy it, but new goals will show up sooner rather than later. 

Never done looking for new challenges. 💪",,,,"251,823",1.41
Nike,nike,252746287,2022-12-01 14:00:10 CST,2022-12-01,14:00:10,Album,"250,460",249004,1456,0,false,https://www.instagram.com/p/Clo1CrcP06G/,https://www.instagram.com/p/Clo1CrcP06G/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317608852_689648276208468_4355382932813356408_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=4Mj0Zc4pLF0AX9BPCzV&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDHmUSQR5uNaK88MQs13gxxspDI2w-r878UOohYJZN1_Q&oe=64A20059,,"“If I would be perfect, what would be the motivation to keep going? It's part of life not to have all the answers.” 

For @bgirljilou, it’s about more than winning medals. Finding the balance between athleticism and artistry is about accepting imperfection and trusting her instincts. 

She tells us there’s no end in sight — and that’s what drives her.",,,,"250,460",1.32
Nike,nike,277719323,2023-03-16 12:00:11 CDT,2023-03-16,12:00:11,Album,"248,827",246873,1954,0,false,https://www.instagram.com/p/Cp236ZdOoNo/,https://www.instagram.com/p/Cp236ZdOoNo/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336067027_1388939685194540_3306899373944776122_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=ibxvjgycrLoAX92l1zK&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfD4UVTx7fRQ_NXY6dKSAPbJfXJnll3P-PZEp-OYpVbHoQ&oe=64A28068,,"Welcome to the Nike Basketball Signature family, @sabrina_i. 

The #Sabrina1, coming soon. 👀",,,,"248,827",1.39
Nike,nike,228611002,2022-07-08 10:07:37 CDT,2022-07-08,10:07:37,Album,"247,769",246802,967,3024209,false,https://www.instagram.com/p/CfwXgNprcSA/,https://www.instagram.com/p/CfwXgNprcSA/,https://scontent-sea1-1.cdninstagram.com/v/t51.36329-15/292399220_3155709628005708_6837181823426351788_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Ovy2nP8v1HsAX9EW-Xv&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAa0vvBJSjnewBwRZY5cvVWhDPtuLUBb3rntlUz_mfSbg&oe=64A1CA67,,"Meet the bold new collection inspired by a 50-year tradition of breaking tradition. This is Circa 72. 

Each piece reimagines the rebellious streak that runs through all athletes* and passes it down to the next generation. Because these are the next icons: those who will take a legacy to build toward something greater. And when convention tests your conviction, you dig deep, because you know the future isn’t made without people like you.

Legends are never done. Shop Circa 72 to explore the icons and see the stories. ⏭️",,,,"247,769",1.13
Nike,nike,239131743,2022-09-30 11:47:57 CDT,2022-09-30,11:47:57,Album,"234,934",231439,3495,4133802,false,https://www.instagram.com/p/CjI1woGLT56/,https://www.instagram.com/p/CjI1woGLT56/,https://scontent-sea1-1.cdninstagram.com/v/t51.36329-15/309114846_484956253537843_8454932687757883506_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Kt7IlfCDKksAX_1b4bQ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBnClNnU1HVsBltXLom2D6EkFUpqzU98ZJ2onjXtllHZw&oe=649DB9E7,,"#NikeForward is an all-new material made from ultra-thin, needle-punched layers. It’s super soft, incredibly warm, and absurdly lightweight, but most importantly, our inaugural collection has a reduced carbon footprint of 75% on average when compared to our traditional knit fleece. 

Today, it’s a hoodie. Tomorrow, it could be anything. 🚀💫

Tap the link in bio to learn more.",,,,"234,934",1.21
Nike,nike,234035496,2022-08-12 12:49:53 CDT,2022-08-12,12:49:53,Album,"234,302",231320,2982,0,false,https://www.instagram.com/p/ChKx5bIpxmr/,https://www.instagram.com/p/ChKx5bIpxmr/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/298840921_152138514084847_5007705389516570364_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=k4EQfGdeI0oAX-GNjXA&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDrVti59oZ9Db-RAjSI79DdmL0JmFyKQaPjp-woCV7Rcw&oe=64A123F2,,"Effortlessly casual, always cool. 🏆

WNBA star @sabrina_i has the right idea when it comes to putting together a fit. “You’re super cozy, but it still looks like you have elevated style.”

Shop the looks at the 🔗 in bio.",,,,"234,302",1.15
Nike,nike,254350281,2022-12-08 09:00:34 CST,2022-12-08,09:00:34,Album,"233,589",231493,2096,0,false,https://www.instagram.com/p/Cl6UUi_uDIK/,https://www.instagram.com/p/Cl6UUi_uDIK/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318608061_5466702813438178_6142576718601284650_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=wYF2GP2JpNkAX9VkxvE&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAFBt6SzRSEQqD1wJ6lOr9kGaKbIAGPiBmLVBakrovX6A&oe=64A1060B,,"The Drake AF1 ‘Love You Forever’. 💕

A refreshed version of the iconic Uptown silhouette, paying homage to Drake's favorite childhood book.

Available now on SNKRS.",,,,"233,589",1.24
Nike,nike,235189792,2022-08-26 12:49:25 CDT,2022-08-26,12:49:25,Album,"226,283",224735,1548,2170426,false,https://www.instagram.com/p/Chu0-PcppXX/,https://www.instagram.com/p/Chu0-PcppXX/,https://scontent-sea1-1.cdninstagram.com/v/t51.36329-15/301210990_113173278071698_4822099268237331388_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=nxo71QamGdIAX8GOTe4&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC_Ivuv1fDHKXf8pCwhfeOCUr9j62kbmBr6i3YlVfaO0w&oe=64A106CC,,"You don’t build a 39-year legacy by standing still. You do it by relentlessly chasing down change.

Made with at least 50% recycled content by weight, the Pegasus Turbo Next Nature is light on impact but heavy on performance. With our most sustainable Flyknit yet, and recycled ZoomX foam, now you can run with a new type of lightness. Both on your feet, and in your soul. ✨✨

Explore what’s next for Pegasus, and you, in our IG Shop.",,,,"226,283",1.11
Nike,nike,227067852,2022-07-01 10:01:14 CDT,2022-07-01,10:01:14,Album,"223,748",222605,1143,0,false,https://www.instagram.com/p/CfeVNbWLyzY/,https://www.instagram.com/p/CfeVNbWLyzY/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/291096845_382604520520373_304056941806482541_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=mXNW9ni7XcIAX88QVdr&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBjpRN4CLrBRA23V5jIMUbeAH9z8A0YOc94VZwLqw9UWQ&oe=64A216C4,,"“You’re training every day, so you can fail every day. Or succeed every day. Which is training in itself too. And I love that.”

For Ballon d’Or winner @alexiaputellas, reaching new levels in her commitment and consistency has been the unlock to elevated success. She’s Never Done giving it her all.

What’s got your commitment? 💪
Tell us in the comments!",,,,"223,748",1.01
Nike,nike,238459670,2022-09-25 10:00:10 CDT,2022-09-25,10:00:10,Album,"221,580",215646,5934,0,false,https://www.instagram.com/p/Ci7xc1er71D/,https://www.instagram.com/p/Ci7xc1er71D/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/309316006_5357449970975684_7666579495012520641_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=fSk3Vf5hWu0AX-2QuYT&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCCrb5tg6CxuOw-nxDzOdt2vL_t1jdI0QiMVDxoYczXXg&oe=649EFB28,,"“They can be themselves on and off the pitch. And that’s what I try to show most of the time.” —@alphonsodavies

When few cared to claim it, Alphonso took it upon himself to build the reputation of the Canadian soccer program at a global level. Off the pitch he continues to make an impact with culture, inspiring anyone and everyone to follow their dreams through his social platforms.",,,,"221,580",1.13
Nike,nike,257077836,2022-12-17 16:00:05 CST,2022-12-17,16:00:05,Album,"219,651",217317,2334,0,false,https://www.instagram.com/p/CmSPe-mP6V2/,https://www.instagram.com/p/CmSPe-mP6V2/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320054892_712922177152803_5698497964763683379_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=DYo9nDFazz0AX9zgBOc&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDl653PsOX-QrGp-GgPSJDQ0zB5iR0I99aKSKzjIgZ8gQ&oe=64A1EFD2,,"“I am working on, you know, being more happy with myself and everything I've done throughout my life, throughout my career, everything I've accomplished.” - @nyjah 

After suffering the first major injury of his storied skateboarding career, Nyjah Huston is working harder
than ever on crafting the legacy he’s leaving behind, with a renewed excitement for the sport he’s always loved.",,,,"219,651",1.16
Nike,nike,247479325,2022-11-10 10:00:11 CST,2022-11-10,10:00:11,Album,"216,766",213757,3009,0,false,https://www.instagram.com/p/CkyU4qROEwo/,https://www.instagram.com/p/CkyU4qROEwo/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314985890_499687432128596_7871497806116002054_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=ouQNvVs6Z8IAX8MW3Tx&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAZt0EUdtY_69Au6oZPkK8hnLlqBz6dTJpCbtRNHCmx4w&oe=64A1D3F1,,"From your city. For your city. 📍

Introducing the 2022-23 Nike @NBA City Edition Jersey. Tap to shop now.",,,,"216,766",1.14
Nike,nike,296764806,2023-06-10 15:56:26 CDT,2023-06-10,15:56:26,Photo,"212,334",211050,1284,0,false,https://www.instagram.com/p/CtUvT-1yj2l/,https://www.instagram.com/p/CtUvT-1yj2l/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/352568681_246295208013244_2177765323586973246_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=VhMfpwzpeC0AX_VXK4l&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDi4xJXQ6qdHD0ENNh3X0_bTF4wliF6F4fFTnfNdM8CXw&oe=64A225D6,,"Treble. 
Player of the Year. 
League Top Goalscorer. 
European Top Goalscorer. 

@erling.haaland has just accomplished one of the most incredible seasons ever. And he’s just getting started.

#Force9 #NikeFootball",BELIEF IS A AY I ORCE STARTŠ FROM WITHIN.,,,"212,334",-2.05
Nike,nike,264854830,2023-01-26 13:01:45 CST,2023-01-26,13:01:45,Album,"207,896",206929,967,0,false,https://www.instagram.com/p/Cn4635fvmof/,https://www.instagram.com/p/Cn4635fvmof/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/327150141_585436129615723_5487265598436658632_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=9RTwGZG8Ny0AX-66Zc8&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDwAFMaS-vD5aQ5Kml6tAcY1WSdYgT7G01Ia_bJh9I33g&oe=64A2B048,,"Since the pandemic, the running community has stepped up in so many ways for the Asian community of New York City. Through community work, New York runners from different Asian backgrounds are actively breaking barriers and traditional codes that previously defined Asian Americans.

In celebration of running, culture and the Year of the Rabbit, runners within the NYC Asian community discuss identity, culture and sport over a family feast of pancit, tteokguk soup and more.

Happy Lunar New Year 🧧 🎊",,,,"207,896",1.14
Nike,nike,277510470,2023-03-15 11:30:03 CDT,2023-03-15,11:30:03,Album,"197,336",196182,1154,0,false,https://www.instagram.com/p/Cp0Pqx5unxj/,https://www.instagram.com/p/Cp0Pqx5unxj/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/335783710_748642363492119_552607781244165169_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=XXbHkvYRu4MAX-dpzj9&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfA8K9_q2QtAQ8m7sLKFQMDRdTCohJ1nD1rUIO-pj6uuQw&oe=64A12750,,"NOCTA presents its Turks & Caicos Spring Break Collection. 🌴
 
Available on nocta.com 3.17 and globally on the SNKRS App 3.22.",,,,"197,336",1.1
Nike,nike,256565251,2022-12-14 10:00:11 CST,2022-12-14,10:00:11,Album,"191,886",190791,1095,190422,false,https://www.instagram.com/p/CmJ36ZBuji5/,https://www.instagram.com/p/CmJ36ZBuji5/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319702727_2095786377286381_6739207917033648559_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=BnHnpdv0nPoAX9O52wz&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfA_soZkFWfAoFD1O39W17RQIroj2RPfhURUaW8K7alToQ&oe=64A1514F,,"""We can do several things at one time. We can learn several skills, several gifts, and I'm just trying to show other dancers that you can keep your dreams open."" Women are the ultimate multi-hyphenates. 

Tap the link in bio to listen to @parrisgoebel list the many hats she wears on a daily basis.",,,,"191,886",1.01
Nike,nike,239011015,2022-09-28 10:01:03 CDT,2022-09-28,10:01:03,Album,"190,315",188857,1458,0,false,https://www.instagram.com/p/CjDf79YLFID/,https://www.instagram.com/p/CjDf79YLFID/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/309056767_502772004968188_7230895971460772145_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=xtTXC8s8bwMAX_o8VaR&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBdsEhA1z0imhA78RCK2obRpaXIV8GYOJxqqtoxBjglOQ&oe=649EDAD7,,"20 years into an iconic career like no other, @kingjames remains grounded to the community that shaped him.

Click the link in bio to see how LeBron is reshaping his hometown of Akron in our latest episode of “What Are You Working On?”",,,,"190,315",-1.02
Nike,nike,283201328,2023-04-03 01:05:02 CDT,2023-04-03,01:05:02,Album,"189,968",187262,2706,0,false,https://www.instagram.com/p/CqkDPmBOlXI/,https://www.instagram.com/p/CqkDPmBOlXI/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/339507168_611151090868625_4156847382713080382_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=kCueN8ZiON8AX9U-I8B&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCdfSiaqWzP4-HeqUMEn4NcZkb0AFw8YWP3o97qjkn0YQ&oe=64A1BA3B,,"Introducing the 2023 Nike National Team Away Kits. Next-level performance engineered just for her game, powered by the next generation of Dri-FIT ADV. Nike designers leveraged the latest advanced body-mapping technology and 100% recycled polyester fibers to help her stay cool, comfortable, and move dynamically towards the goal. ⚽️🌏

On pitch in the coming days, then on the world stage this July. Go follow “football” in the Nike App to find out when yours will be available. 👀",,,,"189,968",1.08
Nike,nike,242819583,2022-10-22 10:00:17 CDT,2022-10-22,10:00:17,Album,"188,870",185981,2889,0,false,https://www.instagram.com/p/CkBS7RaLTPJ/,https://www.instagram.com/p/CkBS7RaLTPJ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/312642053_800038661248944_5733148709982230861_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=r8tAB95PxzQAX94UcHb&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAcohILiE0Abf65IgcVAtcUJHFlBVjQ6LuvNfVwvqfPyA&oe=64A27AE1,,"The TSU Tigerbelles are known for the world records they broke, the style they pioneered, and the activism they inspired. Now, their legacy is the subject of an exhibit at the @ncrmuseum in Memphis, TN.

To celebrate the Tigerbelles, Nike commissioned an art installation—composed of over 20,000 track spikes—for display at the museum. Together with the museum, we also hosted multiple generations of Tigerbelles for a once-in-a-lifetime event to unveil the piece, bringing together 60-plus years of Tigerbelle history together in one room.

The exhibit will be on display for a limited time. Come visit the museum to witness history. Art fabricated by Gertrude East and Kevin Pierce.

#Nike50",,,,"188,870",-1.01
Nike,nike,269826617,2023-02-12 21:17:12 CST,2023-02-12,21:17:12,Album,"188,166",187368,798,0,false,https://www.instagram.com/p/CollFlkMgx7/,https://www.instagram.com/p/CollFlkMgx7/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/330100360_118758447793996_7288324001845091514_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=_CpBGnw0ctsAX-HqvOt&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAtJSI50j8OUoCnErJ4sjEuQKeAD27uLvhwqaBAgonr1Q&oe=64A27D6C,,"You can hear ‘em now. Kansas City @chiefs are back on top and this dynasty is just getting started. ☝️🏆

Kansas City is Never Done.",,,,"188,166",1.02
Nike,nike,245120565,2022-10-29 22:28:25 CDT,2022-10-29,22:28:25,Album,"186,672",183663,3009,0,false,https://www.instagram.com/p/CkUqG-Hrkw8/,https://www.instagram.com/p/CkUqG-Hrkw8/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313035089_1793807751004540_7602470610447515591_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=5GkFHuUOohMAX8qajME&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAUDuPfu1gV7nI1rGigH-zQyRHOds7do4bM5jNj_rzxFw&oe=64A24F4A,,"Today and everyday we are watching nothing less than a monumental achievement. 

Congrats to the Portland Thorns on their third National Women’s Soccer League Championship.",,,,"186,672",-1.02
Nike,nike,256912404,2022-12-16 12:00:06 CST,2022-12-16,12:00:06,Album,"185,402",183723,1679,913661,false,https://www.instagram.com/p/CmPPOgjO-ac/,https://www.instagram.com/p/CmPPOgjO-ac/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319906957_1205030730426301_1332767298178706661_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=ctT-zl-XXBkAX-dcOs4&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBrE9d3sSy4VUO_8j-HVU84OxKA6H8l5mKZG_D1mWAfcQ&oe=64A25CE1,,"“It’s just so rich to have all of these identities. I can be Black. I can be Muslim. I can be African. I can be like all of these things. I can be French, I can be Malian.” - @leshijabeuses 
 
In our newest FM Broadcast, members of our Nike Football Community Founé Diawara of @leshijabeuses and @darwinfootballclub alumni John Adekunle come together with Premier League and Nigerian national striker @awoniyi18, and Mayowa Quadri of @versus to discuss how football unites Black communities across the world.

How do you think football connects communities?",,,,"185,402",-1.02
Nike,nike,233841554,2022-08-11 15:05:08 CDT,2022-08-11,15:05:08,Album,"184,642",183034,1608,0,false,https://www.instagram.com/p/ChIclEnPpQQ/,https://www.instagram.com/p/ChIclEnPpQQ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/298393042_1248986462585862_6954202300729814932_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=YEQa52_bCIYAX9_4iRc&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDa0NRgP9oSjZmjdbfERryRNUxFGY_E_l2rpa9j5asQUQ&oe=64A11E3B,,"“Total vibes.” @mrapinoe 

Even when it comes to style, the soccer legend likes to challenge the status quo.

Shop her latest looks at the 🔗 in bio.",,,,"184,642",-1.11
Nike,nike,228608284,2022-07-09 09:59:26 CDT,2022-07-09,09:59:26,Album,"181,954",180629,1325,0,false,https://www.instagram.com/p/Cfy7XNILFj7/,https://www.instagram.com/p/Cfy7XNILFj7/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/292363367_431718278861467_7489646055302259895_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=5tuuuCtdmigAX95oDTZ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBMZkucejzj1ScpQTEKRvJelKapNfAmKAaEtw9Uzann1w&oe=64A15003,,"“You do have to know who you are outside the sport so that when it doesn't go well, your entire world doesn't collapse.”

We’re taking a page out of @dinaashersmith’s book when it comes to approaching life from a well-rounded mindset. She’s focused on strengthening bonds and developing passions beyond track to make sure she’s living life to the max. She’s Never Done pushing for more.

Check the link in bio to see how Dina is living life to the fullest.",,,,"181,954",-1.19
Nike,nike,247145989,2022-11-08 10:06:41 CST,2022-11-08,10:06:41,Album,"181,891",179753,2138,1431297,false,https://www.instagram.com/p/CktMChMueVq/,https://www.instagram.com/p/CktMChMueVq/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314665118_2340023052827073_6967865240775999882_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=12Y_1DIhThgAX_hOMZf&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBnu1W5ko_tF5HQizgkNSYIvhhUDqcZT-DzAu2qQwcBRA&oe=64A22576,,"Join Forces with Lit Hip Hop
 
“Being with people who share a common belief in dance inspires me to fuse our ethnic culture with hip-hop, which I both love.”
– @dating9
 
Tap the @nike 🔗 in bio to see how Lit Hiphop comes together in Air Force 1. #AF1JoinForces",,,,"181,891",-1.05
Nike,nike,231416556,2022-07-26 11:59:34 CDT,2022-07-26,11:59:34,Album,"177,945",176248,1697,0,false,https://www.instagram.com/p/Cge6n9-pT_D/,https://www.instagram.com/p/Cge6n9-pT_D/,,,"Nike Adaptive Athlete Amy Bream believes the best way to make progress is to trust the process, even when the destination is unknown. Born without much of her right leg, @onelegtostandon never saw herself as an athlete but after opening herself to the possibilities, today she couldn’t see herself as anything but. Her secret? “It's about believing that you belong here and that you can do this.""

Get moving with Amy and 7 new workouts designed for people both with and without lower body disabilities. Exclusively available in the NTC app for US and UK users and rolling out to more countries soon.",,,,"177,945",-1.16
Nike,nike,253978892,2022-12-07 08:59:56 CST,2022-12-07,08:59:56,Album,"175,827",173684,2143,0,false,https://www.instagram.com/p/Cl3vc-aOAJM/,https://www.instagram.com/p/Cl3vc-aOAJM/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318467603_5605081709609052_1453620196970924462_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=lUJOMFj4POAAX-AX0ZJ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDOAeUpBV-IogOfqyE0UFYfctnVevKyxWmZtu-zAA-SNw&oe=64A263BF,,"The latest in our collaboration with Paris-based label @Jacquemus is dropping soon 🍧

The Nike x Jacquemus Pink Air Humara brings together vintage ACG trail shoe aesthetic (including elements from the original ’97 Humara) with luxe.

No part of the design was left untouched - from the textile-wrapped midsole to the exaggerated lace tips and bold metal Swoosh, it’s all about the details. And of course, Air cushioning in the heel and forefoot brings the walking-on-☁️ sensation you love. 

The Air Humara x Jacquemus will be available across selected retailers + SNKRS in select regions 12.9.",,,,"175,827",-1.08
Nike,nike,241844323,2022-10-18 11:00:50 CDT,2022-10-18,11:00:50,Album,"175,625",174048,1577,1178740,false,https://www.instagram.com/p/Cj3GrSZpfxb/,https://www.instagram.com/p/Cj3GrSZpfxb/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/309069506_642828067390468_2668298667797069058_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=iPm-ztHBkl0AX_3xRJM&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAX4jrFnP3vloc9HitD4jKxmjr_4cjh21yLWVXSYQESOA&oe=64A2617F,,"When RIEHATATOKYO hits the stage, it’s easy to guess what shoes they’ll be wearing.
 
“I feel that we become one in spirit at RIEHATATOYO when we all wear Air Force 1s. Our sense of unity shows in how every person is unique when they all dance together. Each person having their own color and power on the crew is the RIEHATATOKYO way.” - @riehata 
 
The dancers at RIEHATATOKYO amplify their personal style in Air Force 1s. Tap the @nike 🔗 in bio to see how RIEHATATOKYO is creating community and redefining the future for the next generation of talent. #AF1JoinForces",,,,"175,625",-1.1
Nike,nike,241528360,2022-10-16 10:02:03 CDT,2022-10-16,10:02:03,Album,"172,227",170315,1912,0,false,https://www.instagram.com/p/Cjx2W_ULqwX/,https://www.instagram.com/p/Cjx2W_ULqwX/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/309621793_531568912140361_3854570766079632084_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=vjk1grIkLM0AX_Kl2hL&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfANCLAERKZ9EoK2eItGd_jbNSkR1ZdBobJTzIzLKlCvyQ&oe=64A2E9C9,,"“Take the good days for the good days, take the bad days for the bad days, but you gotta keep swinging, you gotta keep working.” @k1 

“What Are You Working On?” with Kyler Murray is out now. Link in @nike bio.",,,,"172,227",-1.11
